-1377814.0753275440074503,-4803524.7182019148021936,3953580.0838186023756862
-1377814.0980997933074832,-4803524.6845049271360040,3953580.0970623833127320
-1377814.1307531918864697,-4803524.6533674467355013,3953580.1234670025296509
-1377814.1692696514073759,-4803524.6215360471978784,3953580.1330369119532406
-1377814.1744665657170117,-4803524.6046717446297407,3953580.1447134548798203
-1377814.0056636708322912,-4803524.6605491060763597,3953580.0467444811947644
-1377814.0602215691469610,-4803524.7313949698582292,3953580.0569438235834241
-1377815.2628589107189327,-4803523.9289718074724078,3953580.5365385315380991
-1377816.0483725839294493,-4803523.4092406537383795,3953580.8669549236074090
-1377819.3082071165554225,-4803521.6683203866705298,3953581.7655020430684090
-1377818.9028429859317839,-4803522.3462215308099985,3953581.0429531140252948
-1377818.5699453486595303,-4803523.1735194223001599,3953580.2874487070366740
-1377818.0629370424430817,-4803523.8073092456907034,3953579.6644907915033400
-1377817.3298689650837332,-4803524.5006389347836375,3953579.1714720888994634
-1377816.3641329291276634,-4803524.9991684369742870,3953578.9188043326139450
-1377815.1281751450151205,-4803525.3723079068586230,3953578.7836167765781283
-1377814.1200419715605676,-4803525.8211409449577332,3953578.6940072025172412
-1377811.9247442996129394,-4803526.3211016617715359,3953578.6364459986798465
-1377810.9828622494824231,-4803526.6844507465139031,3953578.6834994456730783
-1377809.9140912175644189,-4803526.9893276607617736,3953578.7897089621983469
-1377808.7111189721617848,-4803527.1006256639957428,3953578.8264438998885453
-1377807.7481590115930885,-4803527.3613318903371692,3953578.9066604827530682
-1377806.5744886926840991,-4803527.6111295530572534,3953578.9975280375219882
-1377805.4849100934807211,-4803527.6974766701459885,3953579.3040958661586046
-1377804.4712789501063526,-4803527.6493193451315165,3953579.8005117839202285
-1377803.5510760769248009,-4803527.4762749876827002,3953580.2994658406823874
-1377802.6682657895144075,-4803527.2945987358689308,3953580.8107201941311359
-1377801.6993431393057108,-4803527.1036928612738848,3953581.3677482181228697
-1377800.8093961831182241,-4803527.1117504602298141,3953581.6590591971762478
-1377800.1773032562341541,-4803527.0572178559377789,3953581.9541770168580115
-1377799.9086772135924548,-4803527.0548008717596531,3953582.0746242469176650
-1377799.8812714933883399,-4803527.1098198648542166,3953582.0905087189748883
-1377800.0134145433548838,-4803527.1588659398257732,3953582.0362185728736222
-1377800.1179527598433197,-4803527.1300764726474881,3953582.0027654310688376
-1377800.0542870338540524,-4803527.0193048203364015,3953582.0684641413390636
-1377799.6301900385878980,-4803526.5838774805888534,3953582.7169683030806482
-1377799.2660200165119022,-4803526.1134735327214003,3953583.3347490844316781
